"","female_1","female_0","male_1","male_0","p_value","adjusted_p_value"
"ANGPTL4"," 2","93","  2","254","0.636637597230118","1"
"ANK1"," 9","86"," 16","240","0.418081093940931","1"
"ANK2"," 8","87"," 41","215","0.0987932546599836","1"
"ANK3"," 5","90"," 16","240","0.925838559591997","1"
"ANKAR"," 2","93","  6","250","0.999999999999998","1"
"ANKDD1A"," 1","94","  1","255","1","1"
"ANKEF1"," 2","93","  3","253","0.881751182552064","1"
"ANKFN1"," 5","90"," 13","243","0.999999999999998","1"
"ANKH"," 1","94","  5","251","0.908554613649432","1"
"ANKHD1"," 1","94","  0","256","0.605203450856607","1"
"ANKHD1-EIF4EBP3"," 3","92"," 10","246","0.990600924893009","1"
"ANKIB1"," 3","92","  6","250","0.961141301354855","1"
"ANKK1"," 1","94","  5","251","0.908554613649432","1"
"ANKLE2"," 2","93","  6","250","0.999999999999998","1"
"ANKMY1"," 5","90","  8","248","0.532395057356703","1"
"ANKMY2"," 3","92","  3","253","0.416817710957982","1"
"ANKRD11"," 3","92"," 12","244","0.739495895944626","1"
"ANKRD12"," 3","92"," 14","242","0.537760765237931","1"
"ANKRD13A"," 2","93","  2","254","0.636637597230118","1"
"ANKRD13C"," 2","93","  2","254","0.636637597230118","1"
"ANKRD13D"," 1","94","  2","254","0.999999999999992","1"
"ANKRD16"," 1","94","  1","255","1","1"
"ANKRD17"," 2","93"," 21","235","0.0705325259361923","1"
"ANKRD2"," 1","94","  1","255","1","1"
"ANKRD20A11P"," 1","94","  2","254","0.999999999999992","1"
"ANKRD20A19P"," 1","94","  0","256","0.605203450856607","1"
"ANKRD20A4"," 2","93","  3","253","0.881751182552064","1"
"ANKRD20A8P"," 2","93","  9","247","0.742124259250047","1"
"ANKRD20A9P"," 4","91","  5","251","0.418644200582633","1"
"ANKRD24"," 2","93","  6","250","0.999999999999998","1"
"ANKRD26"," 2","93","  6","250","0.999999999999998","1"
"ANKRD27"," 2","93","  6","250","0.999999999999998","1"
"ANKRD30A"," 8","87"," 34","222","0.288505288205444","1"
"ANKRD30B"," 5","90"," 18","238","0.724828502594709","1"
"ANKRD30BL"," 1","94","  0","256","0.605203450856607","1"
"ANKRD32"," 2","93","  4","252","0.999999999999999","1"
"ANKRD33"," 2","93","  4","252","0.999999999999999","1"
"ANKRD34A"," 4","91","  4","252","0.282617602400756","1"
"ANKRD34B"," 2","93","  7","249","0.999999999999997","1"
"ANKRD36B"," 1","94","  3","253","0.999999999999992","1"
"ANKRD36BP2"," 1","94","  8","248","0.476878026262975","1"
"ANKRD36C"," 2","93","  5","251","1","1"
"ANKRD37"," 1","94","  2","254","0.999999999999992","1"
"ANKRD44"," 1","94"," 10","246","0.308414001408589","1"
"ANKRD45"," 2","93","  2","254","0.636637597230118","1"
"ANKRD46"," 1","94","  1","255","1","1"
"ANKRD49"," 1","94","  2","254","0.999999999999992","1"
"ANKRD50"," 1","94"," 11","245","0.247857510270415","1"
"ANKRD53"," 1","94","  1","255","1","1"
"ANKRD6"," 2","93","  4","252","0.999999999999999","1"
"ANKRD7"," 3","92","  6","250","0.961141301354855","1"
"ANKRD9"," 1","94","  0","256","0.605203450856607","1"
"ANKS1B"," 7","88"," 28","228","0.42890413047623","1"
"ANKS4B"," 4","91","  2","254","0.0820750576953345","1"
"ANLN"," 1","94","  3","253","0.999999999999992","1"
"ANO1"," 2","93","  6","250","0.999999999999998","1"
"ANO10"," 3","92","  1","255","0.108660522638231","1"
"ANO2"," 3","92","  5","251","0.78756460509902","1"
"ANO3"," 3","92"," 11","245","0.859096246449638","1"
"ANO4"," 5","90"," 18","238","0.724828502594709","1"
"ANO5","11","84"," 15","241","0.112164096180981","1"
"ANO6"," 4","91","  3","253","0.167725234970293","1"
"ANO7"," 1","94","  3","253","0.999999999999992","1"
"ANO8"," 2","93","  6","250","0.999999999999998","1"
"ANP32AP1"," 3","92","  2","254","0.245008904620463","1"
"ANP32E"," 4","91","  3","253","0.167725234970293","1"
"ANPEP"," 1","94","  7","249","0.592298080633525","1"
"ANTXR1"," 2","93","  5","251","1","1"
"ANXA1"," 1","94","  0","256","0.605203450856607","1"
"ANXA13"," 1","94","  3","253","0.999999999999992","1"
"ANXA2P3"," 1","94"," 11","245","0.247857510270415","1"
"ANXA3"," 1","94","  1","255","1","1"
"ANXA4"," 1","94","  2","254","0.999999999999992","1"
"ANXA5"," 1","94","  2","254","0.999999999999992","1"
"ANXA7"," 1","94","  2","254","0.999999999999992","1"
"ANXA8"," 1","94","  1","255","1","1"
"AOAH"," 1","94","  8","248","0.476878026262975","1"
"AOC1"," 3","92","  8","248","0.999999999999997","1"
"AOC2"," 2","93","  6","250","0.999999999999998","1"
"AOC3"," 1","94","  5","251","0.908554613649432","1"
"AOC4P"," 1","94","  6","250","0.734554681133856","1"
"AOX1"," 6","89"," 11","245","0.614959828217171","1"
"AP1B1"," 2","93","  2","254","0.636637597230118","1"
"AP1G1"," 2","93","  3","253","0.881751182552064","1"
"AP1M2"," 1","94","  2","254","0.999999999999992","1"
"AP1S1"," 1","94","  5","251","0.908554613649432","1"
"AP2A2"," 1","94","  2","254","0.999999999999992","1"
"AP2B1"," 1","94","  2","254","0.999999999999992","1"
"AP2M1"," 3","92","  0","256","0.0275964000478491","1"
"AP2S1"," 1","94","  0","256","0.605203450856607","1"
"AP3B1"," 1","94","  3","253","0.999999999999992","1"
"AP3B2"," 1","94","  9","247","0.383611962248682","1"
"AP3D1"," 2","93","  6","250","0.999999999999998","1"
"AP3M1"," 1","94","  2","254","0.999999999999992","1"
"AP3M2"," 1","94","  1","255","1","1"
"AP3S1"," 1","94","  0","256","0.605203450856607","1"
"AP4B1"," 1","94","  4","252","1","1"
"AP4E1"," 1","94","  3","253","0.999999999999992","1"
"AP4M1"," 1","94","  3","253","0.999999999999992","1"
"AP5M1"," 1","94","  4","252","1","1"
"AP5S1"," 1","94","  0","256","0.605203450856607","1"
"AP5Z1"," 1","94","  5","251","0.908554613649432","1"
"APAF1"," 2","93","  7","249","0.999999999999997","1"
"APBA1"," 5","90","  5","251","0.19529909178469","1"
"APBA2"," 5","90"," 13","243","0.999999999999998","1"
"APBB1"," 1","94","  4","252","1","1"
"APBB1IP"," 8","87"," 11","245","0.210685839091205","1"
"APC"," 4","91"," 13","243","0.954865287915072","1"
"APC2"," 2","93","  5","251","1","1"
"APCS"," 4","91","  8","248","0.867609436433505","1"
"APEX2"," 6","89","  0","256","0.000327641632005322","1"
"APH1A"," 1","94","  1","255","1","1"
"APH1B"," 1","94","  1","255","1","1"
"API5"," 2","93","  5","251","1","1"
"APLF"," 2","93","  2","254","0.636637597230118","1"
"APLNR"," 3","92","  6","250","0.961141301354855","1"
"APLP1"," 2","93","  5","251","1","1"
"APLP2"," 1","94","  0","256","0.605203450856607","1"
"APMAP"," 1","94","  2","254","0.999999999999992","1"
"APOA4"," 1","94","  8","248","0.476878026262975","1"
"APOA5"," 2","93","  2","254","0.636637597230118","1"
"APOB","17","78"," 42","214","0.864459769020559","1"
"APOBEC1"," 2","93","  7","249","0.999999999999997","1"
"APOBEC2"," 1","94","  1","255","1","1"
"APOBEC3B"," 1","94","  2","254","0.999999999999992","1"
"APOBEC3D"," 2","93","  1","255","0.369227083836679","1"
"APOBEC3F"," 1","94","  4","252","1","1"
"APOBEC3G"," 1","94","  1","255","1","1"
"APOBR"," 1","94","  9","247","0.383611962248682","1"
"APOC1"," 2","93","  0","256","0.125983856185046","1"
"APOF"," 1","94","  3","253","0.999999999999992","1"
"APOH"," 1","94","  5","251","0.908554613649432","1"
"APOL1"," 1","94","  2","254","0.999999999999992","1"
"APOL3"," 1","94","  0","256","0.605203450856607","1"
"APOL6"," 1","94","  0","256","0.605203450856607","1"
"APOO"," 3","92","  1","255","0.108660522638231","1"
"APOPT1"," 1","94","  1","255","1","1"
"APP"," 3","92","  4","252","0.602897373489306","1"
"APPBP2"," 3","92","  4","252","0.602897373489306","1"
"AQP1"," 2","93","  2","254","0.636637597230118","1"
"AQP12A"," 1","94","  1","255","1","1"
"AQP12B"," 3","92","  2","254","0.245008904620463","1"
"AQP3"," 1","94","  2","254","0.999999999999992","1"
"AQP4"," 3","92","  6","250","0.961141301354855","1"
"AQP7P2"," 1","94","  2","254","0.999999999999992","1"
"AQR"," 3","92"," 10","246","0.990600924893009","1"
"AR"," 2","93","  4","252","0.999999999999999","1"
"ARAF"," 1","94","  1","255","1","1"
"ARAP1"," 1","94","  4","252","1","1"
"ARAP2"," 5","90","  5","251","0.19529909178469","1"
"ARAP3"," 3","92","  4","252","0.602897373489306","1"
"ARC"," 1","94","  5","251","0.908554613649432","1"
"AREG"," 2","93","  1","255","0.369227083836679","1"
"AREL1"," 1","94","  0","256","0.605203450856607","1"
"ARF1"," 1","94","  1","255","1","1"
"ARF5"," 1","94","  6","250","0.734554681133856","1"
"ARFGAP2"," 1","94","  1","255","1","1"
"ARFGAP3"," 1","94","  1","255","1","1"
"ARFGEF1"," 2","93"," 13","243","0.354191511198872","1"
"ARFGEF2"," 3","92","  5","251","0.78756460509902","1"
"ARFGEF3"," 1","94"," 11","245","0.247857510270415","1"
"ARFIP1"," 1","94","  0","256","0.605203450856607","1"
"ARG1"," 1","94","  1","255","1","1"
"ARGFX"," 3","92","  6","250","0.961141301354855","1"
"ARHGAP10"," 1","94","  1","255","1","1"
"ARHGAP11A"," 3","92"," 11","245","0.859096246449638","1"
"ARHGAP12"," 1","94","  5","251","0.908554613649432","1"
"ARHGAP15"," 2","93","  7","249","0.999999999999997","1"
"ARHGAP17"," 3","92"," 13","243","0.632415098509811","1"
"ARHGAP18"," 1","94","  3","253","0.999999999999992","1"
"ARHGAP20"," 2","93","  6","250","0.999999999999998","1"
"ARHGAP21"," 4","91","  7","249","0.718493878993268","1"
"ARHGAP22"," 2","93","  7","249","0.999999999999997","1"
"ARHGAP25"," 2","93","  5","251","1","1"
"ARHGAP27"," 1","94","  2","254","0.999999999999992","1"
"ARHGAP28"," 1","94","  5","251","0.908554613649432","1"
"ARHGAP29"," 4","91","  5","251","0.418644200582633","1"
"ARHGAP30"," 4","91","  6","250","0.566675816077286","1"
"ARHGAP31"," 4","91"," 12","244","0.999999999999997","1"
"ARHGAP32"," 5","90"," 14","242","1","1"
"ARHGAP33"," 3","92"," 13","243","0.632415098509811","1"
"ARHGAP35"," 5","90"," 21","235","0.480764016745459","1"
"ARHGAP36"," 3","92"," 12","244","0.739495895944626","1"
"ARHGAP39"," 1","94","  5","251","0.908554613649432","1"
"ARHGAP4"," 2","93","  0","256","0.125983856185046","1"
"ARHGAP5"," 4","91","  8","248","0.867609436433505","1"
"ARHGAP6"," 5","90","  6","250","0.293724357263609","1"
"ARHGAP9"," 2","93","  4","252","0.999999999999999","1"
"ARHGDIA"," 1","94","  1","255","1","1"
"ARHGEF1"," 1","94","  5","251","0.908554613649432","1"
"ARHGEF10"," 1","94","  4","252","1","1"
"ARHGEF10L"," 1","94","  6","250","0.734554681133856","1"
"ARHGEF11"," 4","91"," 11","245","0.999999999999998","1"
"ARHGEF12"," 4","91","  6","250","0.566675816077286","1"
"ARHGEF17"," 2","93","  5","251","1","1"
"ARHGEF18"," 2","93","  1","255","0.369227083836679","1"
"ARHGEF19"," 2","93","  3","253","0.881751182552064","1"
"ARHGEF25"," 3","92","  4","252","0.602897373489306","1"
"ARHGEF26"," 2","93"," 11","245","0.517040161659325","1"
"ARHGEF28"," 2","93","  3","253","0.881751182552064","1"
"ARHGEF4"," 3","92","  3","253","0.416817710957982","1"
"ARHGEF40"," 2","93","  3","253","0.881751182552064","1"
"ARHGEF5"," 3","92","  4","252","0.602897373489306","1"
"ARHGEF6"," 3","92","  4","252","0.602897373489306","1"
"ARHGEF9"," 6","89","  3","253","0.0198652053183728","1"
"ARID1A"," 5","90"," 17","239","0.821801589194544","1"
"ARID1B"," 7","88"," 13","243","0.573232764618429","1"
"ARID2"," 2","93"," 11","245","0.517040161659325","1"
"ARID3B"," 2","93","  2","254","0.636637597230118","1"
"ARID4A"," 2","93","  8","248","0.881432743834035","1"
"ARID4B"," 4","91","  6","250","0.566675816077286","1"
"ARID5B"," 3","92","  6","250","0.961141301354855","1"
"ARIH2"," 2","93","  4","252","0.999999999999999","1"
"ARL13A"," 2","93","  0","256","0.125983856185046","1"
"ARL13B"," 1","94","  2","254","0.999999999999992","1"
"ARL14EP"," 1","94","  0","256","0.605203450856607","1"
"ARL15"," 1","94","  1","255","1","1"
"ARL16"," 1","94","  2","254","0.999999999999992","1"
"ARL5B"," 1","94","  4","252","1","1"
"ARL6IP6"," 2","93","  3","253","0.881751182552064","1"
"ARMC2"," 1","94","  3","253","0.999999999999992","1"
"ARMC3"," 2","93","  6","250","0.999999999999998","1"
"ARMC4"," 1","94"," 15","241","0.103046258987871","1"
"ARMC5"," 3","92","  2","254","0.245008904620463","1"
"ARMC6"," 1","94","  7","249","0.592298080633525","1"
"ARMCX1"," 4","91","  1","255","0.0295278869997594","1"
"ARMCX2"," 5","90","  3","253","0.0601843139452382","1"
"ARMCX3"," 1","94","  1","255","1","1"
"ARMCX5"," 3","92","  3","253","0.416817710957982","1"
"ARNT2"," 2","93","  3","253","0.881751182552064","1"
"ARNTL2"," 1","94","  2","254","0.999999999999992","1"
"ARPC2"," 1","94","  1","255","1","1"
"ARPC3"," 1","94","  3","253","0.999999999999992","1"
"ARPP21"," 1","94"," 14","242","0.128395767845038","1"
"ARRDC1"," 1","94","  0","256","0.605203450856607","1"
"ARRDC4"," 1","94","  3","253","0.999999999999992","1"
"ARSA"," 2","93","  1","255","0.369227083836679","1"
"ARSB"," 2","93","  0","256","0.125983856185046","1"
"ARSD"," 1","94","  3","253","0.999999999999992","1"
"ARSE"," 1","94","  1","255","1","1"
"ARSF"," 3","92","  1","255","0.108660522638231","1"
"ARSG"," 1","94","  6","250","0.734554681133856","1"
"ARSH"," 2","93","  5","251","1","1"
"ARSK"," 1","94","  3","253","0.999999999999992","1"
"ART3"," 1","94","  5","251","0.908554613649432","1"
"ART4"," 2","93","  5","251","1","1"
"ART5"," 1","94","  1","255","1","1"
"ARVCF"," 2","93","  4","252","0.999999999999999","1"
"ASAH1"," 1","94","  3","253","0.999999999999992","1"
"ASAH2"," 4","91"," 11","245","0.999999999999998","1"
"ASAP1"," 2","93","  8","248","0.881432743834035","1"
"ASAP2"," 2","93","  8","248","0.881432743834035","1"
"ASAP3"," 1","94","  2","254","0.999999999999992","1"
"ASB10"," 1","94","  0","256","0.605203450856607","1"
"ASB11"," 3","92","  3","253","0.416817710957982","1"
"ASB12"," 3","92","  3","253","0.416817710957982","1"
"ASB14"," 1","94","  0","256","0.605203450856607","1"
"ASB15"," 1","94","  4","252","1","1"
"ASB17"," 2","93"," 10","246","0.620997873432888","1"
"ASB2"," 1","94","  2","254","0.999999999999992","1"
"ASB4"," 1","94","  6","250","0.734554681133856","1"
"ASB5"," 4","91"," 12","244","0.999999999999997","1"
"ASB7"," 1","94","  3","253","0.999999999999992","1"
"ASB9"," 3","92","  1","255","0.108660522638231","1"
"ASCC2"," 3","92","  1","255","0.108660522638231","1"
"ASCC3"," 7","88"," 17","239","0.99837698214795","1"
"ASCL1"," 3","92","  1","255","0.108660522638231","1"
"ASCL4"," 2","93","  2","254","0.636637597230118","1"
"ASH1L"," 6","89"," 17","239","0.999999999999997","1"
"ASH2L"," 1","94","  2","254","0.999999999999992","1"
"ASIC1"," 1","94","  3","253","0.999999999999992","1"
"ASIC2"," 2","93","  8","248","0.881432743834035","1"
"ASIC3"," 2","93","  2","254","0.636637597230118","1"
"ASIC5"," 2","93","  5","251","1","1"
"ASIP"," 1","94","  0","256","0.605203450856607","1"
"ASMT"," 3","92","  3","253","0.416817710957982","1"
"ASMTL"," 3","92","  5","251","0.78756460509902","1"
"ASNSD1"," 2","93","  5","251","1","1"
"ASPA"," 1","94","  2","254","0.999999999999992","1"
"ASPH"," 3","92","  4","252","0.602897373489306","1"
"ASPHD2"," 2","93","  2","254","0.636637597230118","1"
"ASPM","11","84"," 20","236","0.371758573439433","1"
"ASPN"," 1","94","  1","255","1","1"
"ASPRV1"," 2","93","  3","253","0.881751182552064","1"
"ASPSCR1"," 1","94","  1","255","1","1"
"ASRGL1"," 1","94","  1","255","1","1"
"ASS1"," 2","93","  3","253","0.881751182552064","1"
"ASTE1"," 2","93","  2","254","0.636637597230118","1"
"ASTL"," 1","94","  1","255","1","1"
"ASTN1","13","82"," 24","232","0.330822004682266","1"
"ASTN2"," 8","87"," 18","238","0.831817008838249","1"
"ASXL1"," 4","91"," 11","245","0.999999999999998","1"
"ASXL2"," 2","93"," 13","243","0.354191511198872","1"
"ASXL3","13","82"," 15","241","0.0290892152547089","1"
"ASZ1"," 1","94","  2","254","0.999999999999992","1"
"ATAD2"," 6","89"," 14","242","0.964080035273778","1"
"ATAD3A"," 1","94","  5","251","0.908554613649432","1"
"ATAD5"," 1","94","  5","251","0.908554613649432","1"
"ATAT1"," 1","94","  0","256","0.605203450856607","1"
"ATCAY"," 1","94","  0","256","0.605203450856607","1"
"ATE1"," 1","94","  1","255","1","1"
"ATF6"," 1","94","  4","252","1","1"
"ATF6B"," 1","94","  3","253","0.999999999999992","1"
"ATF7IP"," 3","92"," 11","245","0.859096246449638","1"
"ATG13"," 2","93","  5","251","1","1"
"ATG14"," 2","93","  1","255","0.369227083836679","1"
"ATG16L1"," 3","92","  2","254","0.245008904620463","1"
"ATG2A"," 4","91","  7","249","0.718493878993268","1"
"ATG2B"," 5","90","  9","247","0.662562128500379","1"
"ATG3"," 1","94","  4","252","1","1"
"ATG4A"," 4","91","  0","256","0.00621757952771975","1"
"ATG4B"," 2","93","  0","256","0.125983856185046","1"
"ATG7"," 4","91","  4","252","0.282617602400756","1"
"ATG9B"," 2","93","  4","252","0.999999999999999","1"
"ATIC"," 3","92","  3","253","0.416817710957982","1"
"ATL1"," 2","93","  2","254","0.636637597230118","1"
"ATL3"," 1","94","  1","255","1","1"
"ATM"," 5","90"," 12","244","0.999999999999997","1"
"ATMIN"," 2","93","  2","254","0.636637597230118","1"
"ATN1"," 1","94"," 11","245","0.247857510270415","1"
"ATOH1"," 1","94","  2","254","0.999999999999992","1"
"ATP10A"," 8","87"," 33","223","0.331396368143331","1"
"ATP10B"," 7","88"," 15","241","0.786840769923159","1"
"ATP10D"," 6","89"," 13","243","0.849440699595668","1"
"ATP11A"," 3","92","  9","247","0.999999999999999","1"
"ATP11B"," 2","93","  8","248","0.881432743834035","1"
"ATP11C"," 6","89","  7","249","0.207493200960155","1"
"ATP12A"," 2","93","  9","247","0.742124259250047","1"
"ATP13A1"," 2","93","  9","247","0.742124259250047","1"
"ATP13A2"," 4","91","  7","249","0.718493878993268","1"
"ATP13A3"," 6","89","  5","251","0.0819467788258828","1"
"ATP13A4"," 2","93"," 10","246","0.620997873432888","1"
"ATP13A5"," 4","91"," 17","239","0.548759447260257","1"
"ATP1A2"," 2","93"," 16","240","0.196423977969896","1"
"ATP1A3"," 4","91","  9","247","0.999999999999999","1"
"ATP1A4"," 4","91"," 13","243","0.954865287915072","1"
"ATP1B1"," 2","93","  1","255","0.369227083836679","1"
"ATP1B4"," 3","92","  2","254","0.245008904620463","1"
"ATP2A1"," 1","94","  8","248","0.476878026262975","1"
"ATP2A2"," 2","93","  6","250","0.999999999999998","1"
"ATP2A3"," 2","93","  5","251","1","1"
"ATP2B1"," 2","93","  9","247","0.742124259250047","1"
"ATP2B2"," 2","93","  6","250","0.999999999999998","1"
"ATP2B3"," 4","91","  2","254","0.0820750576953345","1"
"ATP2B4"," 1","94","  5","251","0.908554613649432","1"
"ATP2C1"," 4","91","  6","250","0.566675816077286","1"
"ATP4A"," 3","92","  9","247","0.999999999999999","1"
"ATP5A1"," 1","94","  1","255","1","1"
"ATP5B"," 2","93","  4","252","0.999999999999999","1"
"ATP5C1"," 3","92","  1","255","0.108660522638231","1"
"ATP5H"," 1","94","  0","256","0.605203450856607","1"
"ATP5J"," 1","94","  1","255","1","1"
"ATP6AP2"," 1","94","  1","255","1","1"
"ATP6V0A2"," 4","91"," 10","246","1","1"
"ATP6V0A4"," 3","92","  5","251","0.78756460509902","1"
"ATP6V0D2"," 1","94","  8","248","0.476878026262975","1"
"ATP6V1A"," 3","92","  5","251","0.78756460509902","1"
"ATP6V1B1"," 1","94","  7","249","0.592298080633525","1"
"ATP6V1C1"," 1","94","  1","255","1","1"
"ATP6V1D"," 2","93","  1","255","0.369227083836679","1"
"ATP6V1E1"," 1","94","  0","256","0.605203450856607","1"
"ATP6V1G3"," 1","94","  1","255","1","1"
"ATP6V1H"," 1","94","  5","251","0.908554613649432","1"
"ATP7A"," 7","88","  5","251","0.0315478704221132","1"
"ATP7B"," 2","93","  6","250","0.999999999999998","1"
"ATP8A1"," 2","93","  8","248","0.881432743834035","1"
"ATP8A2"," 4","91"," 12","244","0.999999999999997","1"
"ATP8B1"," 2","93","  6","250","0.999999999999998","1"
"ATP8B2"," 1","94","  5","251","0.908554613649432","1"
"ATP8B3"," 3","92","  5","251","0.78756460509902","1"
"ATP8B4"," 4","91"," 13","243","0.954865287915072","1"
