"","female_1","female_0","male_1","male_0","p_value","adjusted_p_value"
"C19orf54"," 1","106"," 0","171","0.812659244996201","1"
"C19orf57"," 6","101"," 4","167","0.274440673629528","1"
"C19orf70"," 1","106"," 2","169","0.999999999999989","1"
"C19orf73"," 1","106"," 0","171","0.812659244996201","1"
"C1D"," 1","106"," 0","171","0.812659244996201","1"
"C1GALT1C1"," 3","104"," 1","170","0.320164865085647","1"
"C1orf101"," 1","106"," 1","170","0.999999999999998","1"
"C1orf105"," 1","106"," 0","171","0.812659244996201","1"
"C1orf106"," 4","103"," 1","170","0.143932341229931","1"
"C1orf109"," 1","106"," 2","169","0.999999999999989","1"
"C1orf110"," 1","106"," 0","171","0.812659244996201","1"
"C1orf111"," 1","106"," 2","169","0.999999999999989","1"
"C1orf112"," 3","104"," 2","169","0.593473499958091","1"
"C1orf127"," 2","105"," 2","169","0.999999999999998","1"
"C1orf131"," 5","102"," 0","171","0.0169036633661737","1"
"C1orf141"," 3","104"," 4","167","0.999999999999997","1"
"C1orf158"," 3","104"," 1","170","0.320164865085647","1"
"C1orf159"," 1","106"," 0","171","0.812659244996201","1"
"C1orf162"," 1","106"," 0","171","0.812659244996201","1"
"C1orf168"," 3","104"," 2","169","0.593473499958091","1"
"C1orf174"," 1","106"," 2","169","0.999999999999989","1"
"C1orf177"," 4","103"," 2","169","0.312518692037205","1"
"C1orf186"," 2","105"," 3","168","0.999999999999997","1"
"C1orf194"," 1","106"," 1","170","0.999999999999998","1"
"C1orf198"," 2","105"," 1","170","0.680353679627556","1"
"C1orf21"," 2","105"," 0","171","0.286865559264561","1"
"C1orf210"," 1","106"," 2","169","0.999999999999989","1"
"C1orf216"," 2","105"," 0","171","0.286865559264561","1"
"C1orf226"," 1","106"," 1","170","0.999999999999998","1"
"C1orf228"," 1","106"," 0","171","0.812659244996201","1"
"C1orf27"," 3","104"," 3","168","0.871530895456888","1"
"C1orf35"," 1","106"," 0","171","0.812659244996201","1"
"C1orf43"," 2","105"," 1","170","0.680353679627556","1"
"C1orf50"," 1","106"," 0","171","0.812659244996201","1"
"C1orf53"," 1","106"," 0","171","0.812659244996201","1"
"C1orf56"," 2","105"," 2","169","0.999999999999998","1"
"C1orf86"," 2","105"," 0","171","0.286865559264561","1"
"C1orf87"," 4","103"," 2","169","0.312518692037205","1"
"C1orf94"," 3","104"," 4","167","0.999999999999997","1"
"C1QA"," 1","106"," 1","170","0.999999999999998","1"
"C1QBP"," 1","106"," 0","171","0.812659244996201","1"
"C1QL1"," 2","105"," 0","171","0.286865559264561","1"
"C1QL2"," 2","105"," 0","171","0.286865559264561","1"
"C1QL3"," 2","105"," 2","169","0.999999999999998","1"
"C1QL4"," 2","105"," 2","169","0.999999999999998","1"
"C1QTNF1"," 2","105"," 3","168","0.999999999999997","1"
"C1QTNF2"," 5","102"," 6","165","0.866338712001005","1"
"C1QTNF3"," 3","104"," 0","171","0.108492141381498","1"
"C1QTNF4"," 1","106"," 0","171","0.812659244996201","1"
"C1QTNF5"," 1","106"," 1","170","0.999999999999998","1"
"C1QTNF7"," 3","104"," 0","171","0.108492141381498","1"
"C1QTNF9"," 2","105"," 1","170","0.680353679627556","1"
"C1QTNF9B"," 1","106"," 3","168","0.967330798322832","1"
"C1R"," 3","104"," 2","169","0.593473499958091","1"
"C1RL"," 5","102"," 2","169","0.155403873458458","1"
"C1S"," 3","104"," 3","168","0.871530895456888","1"
"C20orf141"," 1","106"," 1","170","0.999999999999998","1"
"C20orf166-AS1"," 1","106"," 1","170","0.999999999999998","1"
"C20orf194"," 7","100"," 4","167","0.151881563145337","1"
"C20orf195"," 1","106"," 5","166","0.492383561795919","1"
"C20orf196"," 1","106"," 2","169","0.999999999999989","1"
"C20orf24"," 2","105"," 0","171","0.286865559264561","1"
"C20orf27"," 1","106"," 1","170","0.999999999999998","1"
"C20orf85"," 1","106"," 1","170","0.999999999999998","1"
"C20orf96"," 1","106"," 4","167","0.693814107308467","1"
"C21orf2"," 1","106"," 0","171","0.812659244996201","1"
"C21orf58"," 2","105"," 1","170","0.680353679627556","1"
"C21orf59"," 1","106"," 3","168","0.967330798322832","1"
"C21orf62"," 1","106"," 1","170","0.999999999999998","1"
"C22orf23"," 1","106"," 2","169","0.999999999999989","1"
"C22orf24"," 1","106"," 0","171","0.812659244996201","1"
"C22orf29"," 2","105"," 1","170","0.680353679627556","1"
"C2CD2"," 1","106"," 1","170","0.999999999999998","1"
"C2CD2L"," 4","103"," 0","171","0.0424384823215139","1"
"C2CD3","10"," 97"," 4","167","0.0204785547116704","1"
"C2orf16"," 3","104"," 5","166","0.999999999999999","1"
"C2orf27A"," 1","106"," 1","170","0.999999999999998","1"
"C2orf40"," 2","105"," 3","168","0.999999999999997","1"
"C2orf42"," 5","102"," 2","169","0.155403873458458","1"
"C2orf43"," 1","106"," 2","169","0.999999999999989","1"
"C2orf44"," 1","106"," 1","170","0.999999999999998","1"
"C2orf66"," 1","106"," 0","171","0.812659244996201","1"
"C2orf68"," 4","103"," 3","168","0.52612126455169","1"
"C2orf69"," 3","104"," 0","171","0.108492141381498","1"
"C2orf70"," 2","105"," 2","169","0.999999999999998","1"
"C2orf71","10"," 97"," 6","165","0.0769552712667645","1"
"C2orf78"," 1","106"," 3","168","0.967330798322832","1"
"C2orf80"," 1","106"," 1","170","0.999999999999998","1"
"C3","12"," 95"," 6","165","0.0220153274833677","1"
"C3AR1"," 3","104"," 1","170","0.320164865085647","1"
"C3orf17"," 3","104"," 1","170","0.320164865085647","1"
"C3orf18"," 1","106"," 0","171","0.812659244996201","1"
"C3orf20"," 8"," 99"," 2","169","0.0156599187921583","1"
"C3orf30"," 3","104"," 3","168","0.871530895456888","1"
"C3orf33"," 3","104"," 2","169","0.593473499958091","1"
"C3orf36"," 1","106"," 3","168","0.967330798322832","1"
"C3orf38"," 1","106"," 1","170","0.999999999999998","1"
"C3orf58"," 4","103"," 1","170","0.143932341229931","1"
"C3orf62"," 3","104"," 1","170","0.320164865085647","1"
"C3orf67"," 3","104"," 2","169","0.593473499958091","1"
"C3orf79"," 2","105"," 2","169","0.999999999999998","1"
"C3P1"," 1","106"," 4","167","0.693814107308467","1"
"C4A"," 3","104"," 1","170","0.320164865085647","1"
"C4B"," 1","106"," 1","170","0.999999999999998","1"
"C4BPA"," 1","106"," 2","169","0.999999999999989","1"
"C4BPB"," 3","104"," 2","169","0.593473499958091","1"
"C4orf17"," 1","106"," 1","170","0.999999999999998","1"
"C4orf22"," 2","105"," 2","169","0.999999999999998","1"
"C4orf26"," 2","105"," 1","170","0.680353679627556","1"
"C4orf27"," 2","105"," 1","170","0.680353679627556","1"
"C4orf29"," 1","106"," 0","171","0.812659244996201","1"
"C4orf3"," 1","106"," 0","171","0.812659244996201","1"
"C4orf33"," 1","106"," 1","170","0.999999999999998","1"
"C4orf36"," 2","105"," 2","169","0.999999999999998","1"
"C4orf45"," 1","106"," 1","170","0.999999999999998","1"
"C4orf50"," 1","106"," 1","170","0.999999999999998","1"
"C5"," 5","102"," 4","167","0.470610920420767","1"
"C5AR2"," 1","106"," 5","166","0.492383561795919","1"
"C5orf22"," 2","105"," 2","169","0.999999999999998","1"
"C5orf24"," 1","106"," 1","170","0.999999999999998","1"
"C5orf28"," 1","106"," 0","171","0.812659244996201","1"
"C5orf34"," 2","105"," 2","169","0.999999999999998","1"
"C5orf38"," 1","106"," 1","170","0.999999999999998","1"
"C5orf42","10"," 97"," 8","163","0.197643037055168","1"
"C5orf45"," 2","105"," 3","168","0.999999999999997","1"
"C6"," 6","101"," 2","169","0.0742730361279885","1"
"C6orf10"," 2","105"," 1","170","0.680353679627556","1"
"C6orf106"," 1","106"," 1","170","0.999999999999998","1"
"C6orf118"," 4","103"," 6","165","0.999999999999996","1"
"C6orf120"," 1","106"," 0","171","0.812659244996201","1"
"C6orf136"," 1","106"," 0","171","0.812659244996201","1"
"C6orf165"," 2","105"," 5","166","0.878536797268131","1"
"C6orf195"," 2","105"," 0","171","0.286865559264561","1"
"C6orf201"," 3","104"," 0","171","0.108492141381498","1"
"C6orf222"," 1","106"," 1","170","0.999999999999998","1"
"C6orf25"," 2","105"," 1","170","0.680353679627556","1"
"C6orf47"," 1","106"," 0","171","0.812659244996201","1"
"C6orf48"," 1","106"," 2","169","0.999999999999989","1"
"C6orf58"," 3","104"," 2","169","0.593473499958091","1"
"C6orf62"," 3","104"," 3","168","0.871530895456888","1"
"C7"," 2","105"," 2","169","0.999999999999998","1"
"C7orf25"," 2","105"," 2","169","0.999999999999998","1"
"C7orf26"," 2","105"," 2","169","0.999999999999998","1"
"C7orf31"," 2","105"," 1","170","0.680353679627556","1"
"C7orf43"," 1","106"," 1","170","0.999999999999998","1"
"C7orf49"," 3","104"," 3","168","0.871530895456888","1"
"C7orf50"," 5","102"," 4","167","0.470610920420767","1"
"C7orf57"," 2","105"," 0","171","0.286865559264561","1"
"C7orf60"," 6","101"," 3","168","0.156214349402009","1"
"C7orf62"," 3","104"," 0","171","0.108492141381498","1"
"C7orf65"," 1","106"," 0","171","0.812659244996201","1"
"C7orf66"," 1","106"," 3","168","0.967330798322832","1"
"C8A"," 4","103"," 4","167","0.756327580501328","1"
"C8B"," 2","105"," 0","171","0.286865559264561","1"
"C8orf22"," 1","106"," 0","171","0.812659244996201","1"
"C8orf31"," 1","106"," 3","168","0.967330798322832","1"
"C8orf33"," 1","106"," 2","169","0.999999999999989","1"
"C8orf34"," 7","100"," 3","168","0.0792901227281461","1"
"C8orf44"," 1","106"," 0","171","0.812659244996201","1"
"C8orf46"," 3","104"," 2","169","0.593473499958091","1"
"C8orf59"," 1","106"," 0","171","0.812659244996201","1"
"C8orf74"," 2","105"," 0","171","0.286865559264561","1"
"C8orf76"," 1","106"," 0","171","0.812659244996201","1"
"C8orf86"," 1","106"," 1","170","0.999999999999998","1"
"C9"," 4","103"," 2","169","0.312518692037205","1"
"C9orf106"," 1","106"," 1","170","0.999999999999998","1"
"C9orf114"," 4","103"," 2","169","0.312518692037205","1"
"C9orf116"," 1","106"," 1","170","0.999999999999998","1"
"C9orf117"," 2","105"," 1","170","0.680353679627556","1"
"C9orf129"," 4","103"," 2","169","0.312518692037205","1"
"C9orf131"," 6","101"," 4","167","0.274440673629528","1"
"C9orf135"," 2","105"," 2","169","0.999999999999998","1"
"C9orf152"," 2","105"," 1","170","0.680353679627556","1"
"C9orf156"," 1","106"," 1","170","0.999999999999998","1"
"C9orf163"," 1","106"," 1","170","0.999999999999998","1"
"C9orf170"," 1","106"," 0","171","0.812659244996201","1"
"C9orf172"," 1","106"," 0","171","0.812659244996201","1"
"C9orf173"," 1","106"," 1","170","0.999999999999998","1"
"C9orf41"," 4","103"," 2","169","0.312518692037205","1"
"C9orf43"," 2","105"," 4","167","1","1"
"C9orf50"," 1","106"," 1","170","0.999999999999998","1"
"C9orf66"," 1","106"," 0","171","0.812659244996201","1"
"C9orf69"," 2","105"," 1","170","0.680353679627556","1"
"C9orf72"," 3","104"," 0","171","0.108492141381498","1"
"C9orf84"," 8"," 99"," 8","163","0.477630835748701","1"
"C9orf85"," 3","104"," 2","169","0.593473499958091","1"
"C9orf9"," 1","106"," 1","170","0.999999999999998","1"
"C9orf91"," 4","103"," 0","171","0.0424384823215139","1"
"CA1"," 2","105"," 1","170","0.680353679627556","1"
"CA10"," 5","102"," 3","168","0.294814949816856","1"
"CA11"," 2","105"," 0","171","0.286865559264561","1"
"CA13"," 1","106"," 1","170","0.999999999999998","1"
"CA14"," 1","106"," 3","168","0.967330798322832","1"
"CA2"," 1","106"," 2","169","0.999999999999989","1"
"CA3"," 1","106"," 1","170","0.999999999999998","1"
"CA4"," 2","105"," 2","169","0.999999999999998","1"
"CA5B"," 1","106"," 2","169","0.999999999999989","1"
"CA5BP1"," 1","106"," 0","171","0.812659244996201","1"
"CA6"," 2","105"," 0","171","0.286865559264561","1"
"CA7"," 1","106"," 3","168","0.967330798322832","1"
"CA9"," 4","103"," 1","170","0.143932341229931","1"
"CAAP1"," 1","106"," 4","167","0.693814107308467","1"
"CAB39"," 1","106"," 0","171","0.812659244996201","1"
"CAB39L"," 2","105"," 2","169","0.999999999999998","1"
"CABIN1"," 4","103"," 8","163","0.942604222483727","1"
"CABP2"," 1","106"," 1","170","0.999999999999998","1"
"CABP5"," 2","105"," 3","168","0.999999999999997","1"
"CABP7"," 1","106"," 1","170","0.999999999999998","1"
"CABS1"," 1","106"," 4","167","0.693814107308467","1"
"CABYR"," 2","105"," 3","168","0.999999999999997","1"
"CACFD1"," 2","105"," 0","171","0.286865559264561","1"
"CACHD1"," 3","104"," 3","168","0.871530895456888","1"
"CACNA1A","11"," 96"," 8","163","0.119512298508445","1"
"CACNA1B"," 6","101"," 9","162","1","1"
"CACNA1C","14"," 93","10","161","0.0613722319160503","1"
"CACNA1D","10"," 97"," 9","162","0.285367325025972","1"
"CACNA1E","20"," 87","12","159","0.00553048278934088","1"
"CACNA1F"," 5","102"," 2","169","0.155403873458458","1"
"CACNA1G"," 8"," 99"," 7","164","0.346193434216405","1"
"CACNA1H"," 8"," 99","12","159","0.999999999999999","1"
"CACNA1I"," 6","101"," 7","164","0.771959779447237","1"
"CACNA1S"," 9"," 98"," 8","163","0.314093926017632","1"
"CACNA2D1"," 3","104"," 6","165","0.999999999999996","1"
"CACNA2D2"," 3","104"," 3","168","0.871530895456888","1"
"CACNA2D3"," 3","104"," 9","162","0.497443286888839","1"
"CACNA2D4"," 4","103","11","160","0.487228374868004","1"
"CACNB1"," 1","106"," 0","171","0.812659244996201","1"
"CACNB2"," 3","104"," 8","163","0.642653358310553","1"
"CACNB3"," 2","105"," 4","167","1","1"
"CACNB4"," 1","106"," 0","171","0.812659244996201","1"
"CACNG3"," 6","101"," 2","169","0.0742730361279885","1"
"CACNG4"," 1","106"," 1","170","0.999999999999998","1"
"CACNG5"," 3","104"," 2","169","0.593473499958091","1"
"CACNG6"," 3","104"," 2","169","0.593473499958091","1"
"CACNG7"," 5","102"," 3","168","0.294814949816856","1"
"CACNG8"," 2","105"," 1","170","0.680353679627556","1"
"CACTIN"," 5","102"," 4","167","0.470610920420767","1"
"CACUL1"," 4","103"," 2","169","0.312518692037205","1"
"CACYBP"," 1","106"," 1","170","0.999999999999998","1"
"CAD"," 5","102"," 7","164","0.999999999999996","1"
"CADM1"," 7","100","10","161","1","1"
"CADM2"," 1","106"," 5","166","0.492383561795919","1"
"CADM3"," 3","104"," 8","163","0.642653358310553","1"
"CADM4"," 3","104"," 2","169","0.593473499958091","1"
"CADPS"," 3","104"," 6","165","0.999999999999996","1"
"CADPS2"," 5","102"," 5","166","0.666492643123929","1"
"CAGE1"," 1","106"," 1","170","0.999999999999998","1"
"CALB1"," 1","106"," 1","170","0.999999999999998","1"
"CALB2"," 1","106"," 1","170","0.999999999999998","1"
"CALCA"," 1","106"," 1","170","0.999999999999998","1"
"CALCOCO1"," 2","105"," 5","166","0.878536797268131","1"
"CALCOCO2"," 1","106"," 1","170","0.999999999999998","1"
"CALCR"," 3","104"," 2","169","0.593473499958091","1"
"CALCRL"," 7","100"," 1","170","0.0116610722015692","1"
"CALD1"," 2","105"," 6","165","0.669376764406716","1"
"CALHM1"," 1","106"," 3","168","0.967330798322832","1"
"CALHM2"," 1","106"," 3","168","0.967330798322832","1"
"CALM1"," 1","106"," 0","171","0.812659244996201","1"
"CALM2"," 1","106"," 1","170","0.999999999999998","1"
"CALM3"," 1","106"," 0","171","0.812659244996201","1"
"CALML5"," 1","106"," 2","169","0.999999999999989","1"
"CALN1"," 1","106"," 4","167","0.693814107308467","1"
"CALR"," 1","106"," 2","169","0.999999999999989","1"
"CALU"," 1","106"," 0","171","0.812659244996201","1"
"CAMK1D"," 2","105"," 2","169","0.999999999999998","1"
"CAMK1G"," 4","103"," 1","170","0.143932341229931","1"
"CAMK2B"," 1","106"," 2","169","0.999999999999989","1"
"CAMK2G"," 5","102"," 2","169","0.155403873458458","1"
"CAMK2N1"," 1","106"," 0","171","0.812659244996201","1"
"CAMK4"," 4","103"," 3","168","0.52612126455169","1"
"CAMKK1"," 2","105"," 1","170","0.680353679627556","1"
"CAMKV"," 3","104"," 1","170","0.320164865085647","1"
"CAMLG"," 1","106"," 1","170","0.999999999999998","1"
"CAMSAP1","10"," 97"," 7","164","0.128233170763889","1"
"CAMSAP2"," 8"," 99"," 7","164","0.346193434216405","1"
"CAMSAP3"," 6","101"," 2","169","0.0742730361279885","1"
"CAMTA1"," 9"," 98"," 7","164","0.215206577218694","1"
"CAMTA2","10"," 97"," 4","167","0.0204785547116704","1"
"CAND1"," 6","101"," 3","168","0.156214349402009","1"
"CAND2"," 3","104"," 3","168","0.871530895456888","1"
"CANT1"," 1","106"," 3","168","0.967330798322832","1"
"CANX"," 1","106"," 1","170","0.999999999999998","1"
"CAP1"," 3","104"," 1","170","0.320164865085647","1"
"CAP2"," 2","105"," 4","167","1","1"
"CAPG"," 1","106"," 1","170","0.999999999999998","1"
"CAPN1"," 4","103"," 1","170","0.143932341229931","1"
"CAPN10"," 3","104"," 2","169","0.593473499958091","1"
"CAPN11"," 3","104"," 0","171","0.108492141381498","1"
"CAPN12"," 3","104"," 2","169","0.593473499958091","1"
"CAPN13"," 2","105"," 3","168","0.999999999999997","1"
"CAPN15"," 3","104"," 1","170","0.320164865085647","1"
"CAPN2"," 2","105"," 5","166","0.878536797268131","1"
"CAPN3"," 3","104"," 4","167","0.999999999999997","1"
"CAPN5"," 2","105"," 4","167","1","1"
"CAPN6"," 3","104"," 2","169","0.593473499958091","1"
"CAPN7"," 3","104"," 5","166","0.999999999999999","1"
"CAPN9"," 2","105"," 2","169","0.999999999999998","1"
"CAPNS1"," 1","106"," 2","169","0.999999999999989","1"
"CAPRIN2"," 4","103"," 1","170","0.143932341229931","1"
"CAPSL"," 1","106"," 2","169","0.999999999999989","1"
"CAPZA2"," 1","106"," 1","170","0.999999999999998","1"
"CAPZB"," 3","104"," 1","170","0.320164865085647","1"
"CARD10"," 4","103"," 2","169","0.312518692037205","1"
"CARD11","11"," 96"," 7","164","0.0735826870450054","1"
"CARD14"," 5","102"," 1","170","0.0631423104346593","1"
"CARD16"," 2","105"," 1","170","0.680353679627556","1"
"CARD18"," 1","106"," 0","171","0.812659244996201","1"
"CARD6"," 1","106"," 1","170","0.999999999999998","1"
"CARD8"," 2","105"," 2","169","0.999999999999998","1"
"CARD9"," 3","104"," 1","170","0.320164865085647","1"
"CARHSP1"," 1","106"," 1","170","0.999999999999998","1"
"CARKD"," 2","105"," 2","169","0.999999999999998","1"
"CARM1"," 2","105"," 4","167","1","1"
"CARNS1"," 2","105"," 2","169","0.999999999999998","1"
"CARS"," 1","106"," 4","167","0.693814107308467","1"
"CARS2"," 3","104"," 2","169","0.593473499958091","1"
"CARTPT"," 2","105"," 3","168","0.999999999999997","1"
"CASC1"," 1","106"," 4","167","0.693814107308467","1"
"CASC3"," 6","101"," 4","167","0.274440673629528","1"
"CASC5"," 7","100"," 6","165","0.382315802619587","1"
"CASD1"," 5","102"," 3","168","0.294814949816856","1"
"CASK"," 2","105"," 2","169","0.999999999999998","1"
"CASKIN1"," 5","102"," 6","165","0.866338712001005","1"
"CASKIN2"," 5","102"," 3","168","0.294814949816856","1"
"CASP1"," 1","106"," 0","171","0.812659244996201","1"
"CASP10"," 5","102"," 2","169","0.155403873458458","1"
"CASP12"," 1","106"," 0","171","0.812659244996201","1"
"CASP3"," 2","105"," 1","170","0.680353679627556","1"
"CASP4"," 4","103"," 2","169","0.312518692037205","1"
"CASP5"," 5","102"," 3","168","0.294814949816856","1"
"CASP6"," 2","105"," 0","171","0.286865559264561","1"
"CASP7"," 4","103"," 1","170","0.143932341229931","1"
"CASP8","10"," 97"," 4","167","0.0204785547116704","1"
"CASP8AP2"," 9"," 98"," 5","166","0.0794630426429035","1"
"CASP9"," 1","106"," 2","169","0.999999999999989","1"
"CASQ1"," 3","104"," 4","167","0.999999999999997","1"
"CASQ2"," 1","106"," 2","169","0.999999999999989","1"
"CASR"," 4","103"," 8","163","0.942604222483727","1"
"CASS4"," 4","103"," 8","163","0.942604222483727","1"
"CAST"," 2","105"," 2","169","0.999999999999998","1"
"CASZ1"," 6","101"," 9","162","1","1"
"CAT"," 6","101"," 1","170","0.0272817440165634","1"
"CATIP"," 2","105"," 3","168","0.999999999999997","1"
"CATSPER1"," 1","106"," 6","165","0.347429588219492","1"
"CATSPER2"," 2","105"," 3","168","0.999999999999997","1"
"CATSPER3"," 3","104"," 0","171","0.108492141381498","1"
"CATSPER4"," 3","104"," 1","170","0.320164865085647","1"
"CATSPERB"," 3","104"," 6","165","0.999999999999996","1"
"CATSPERD"," 2","105"," 3","168","0.999999999999997","1"
"CATSPERG"," 3","104"," 2","169","0.593473499958091","1"
"CAV1"," 5","102"," 4","167","0.470610920420767","1"
"CAV2"," 3","104"," 0","171","0.108492141381498","1"
"CAV3"," 1","106"," 4","167","0.693814107308467","1"
"CBFA2T2"," 2","105"," 3","168","0.999999999999997","1"
"CBFA2T3"," 1","106"," 4","167","0.693814107308467","1"
"CBFB"," 1","106"," 4","167","0.693814107308467","1"
"CBL"," 1","106"," 1","170","0.999999999999998","1"
